YES ARE POWER TOOLS  2026-2027 BCODE(est),,,
Stock Report,,,
Report Period : 19-Apr-2026 11:59:59 PM,,,
No,Item Code,Item Name,Quantity
6245,FRGL,FOAM BOTTLE FRGL,2
6246,FRGLB,FORM BOTTLE WITH BRASS NECK FRGLB 1LTR ,7
6247,FRH20,FIELD COIL RH-20,30
6248,FRH20,FIELD COIL RH-20,2
6249,FRH26i,RH26 STATOR,2
6250,FRH28 ,RH28 FIELD COIL ,4
6251,FROPE,"FISHING ROPE MARUTHI 10,8,6,4,3.5,3",3.891
6252,FROPE,"FISHING ROPE MARUTHI 10,8,6,4,3.5,3",-0.005
6253,FRP12MM,FISHING ROPE POLYSTER 12MM,29.58
6254,FRP12MM,FISHING ROPE POLYSTER 12MM,0.06
6255,FRP18MM,FISHING ROPE POLYSTER 18MM,-27.066
6256,FRP20MM,FISHING ROPE POLYSTER 20MM GREEN&WHITE,0
6257,FRP24MM,FISHING ROPE POLYSTER22* 24MM,-48.965
6258,FRP26MM,FISHING ROPE 26MM,75.5
6259,FRP2MM,FISHING ROPE MARUTHY 2MM,3.24
6260,FRS,RINGSAW FIELD ,1
6261,FS120,STIHL BRUSH CUTTER FS120 S.N:833209487 ,2
6262,FS120C,SC CARBURATOR  FS120,15
6263,FS120GH,GEAR HEAD FS120,1
6264,FS230,GRASS CUTTING BLADE FOR FS230,6
6265,FS230C,CAP FOR FS230 BRUSH CUTTER 42261212700,3
6266,FS230RS,REWIND STARTER FOR FS230 41511904000,2
6267,FS3001,BRUSH CUTTER WITH KIT FS3001,4
6268,FS3001,BRUSH CUTTER WITH KIT FS3001,-1.000
6269,FS3001CG,CYLINDER GASKET FOR FS3001,2
6270,FS3001CN,COLLAR NUT FS3001,2
6271,FS3001CTH,CLUTCH FS3001,2
6272,FS3001FC,FILTER CAP FS3001,2
6273,FS3001H,HOSE FS3001,1
6274,FS3001M,MUFFLER FOR FS3001,2
6275,FS3001MG,MUFFLER GASKET FS3001,2
6276,FS3001NB,NEEDLE BEARING FS3001,5
6277,FS3001RG,RUBBER GROMMET FOR FS3001,2
6278,FS3001RP,RIDER PLATE FOR FS3001,2
6279,FS3001SP,SHAKE PROOF WASHER FOR FS3001,1
6280,FS3001SP.,SPARK PLUG  STHIL FS3001,5
6281,FS3001SR,SNAP RING FS3001,3
6282,FS3001TW,THRUST WASHER FOR FS3001,2
6283,FS87,FS87 PAD,6
6284,FS87,FS87 PAD,2
6285,FS87,FS87 PAD,-2.000
6286,FS87CB,FS87 CARBON BRUSH,5
6287,FS87COD,FS87 COVER OF DUST BOX,2
6288,FS87CSW,FS87 COVER OF STEEL WIRE  ,36
6289,FS87CSW,FS87 COVER OF STEEL WIRE  ,-4.000
6290,FS87DB,FS87 DUST BOX ,2
6291,FS87FH,FS87 FILTER HOLDER SET,1
6292,FS87PCB,FS87 PCB DRYWALL SANDER ,1
6293,FS87PSW,FS87 PRESS STEEL  WIRE ,16
6294,FS87PSW,FS87 PRESS STEEL  WIRE ,-2.000
6295,FS87VH,FS87 VIBRATION HOLDER ,3
6296,FSC48*48,FORGED SWIVEL COUPLER 48*48MM,23
6297,FSC48*48,FORGED SWIVEL COUPLER 48*48MM,248
6298,FSC4848/F,FORGED RIGHT ANGLE COUPLER  FIXED,-5.000
6299,FSC4848/F,FORGED RIGHT ANGLE COUPLER  FIXED,280
6300,FSD,FACE SHIELD,-22.000
6301,FSGT,FACE SHIELD GLASS TYPE  6*12,-146.000
6302,FSGT,FACE SHIELD GLASS TYPE  6*12,88
6303,FSGT/9*12,FACE SHIELD GLASS TYPE 9*12 MOQ6,52
6304,FSH801,HOSE 801 FOR FS3001,1
6305,FSL,STHIL  ROUND FILE 5.2MM OLD  56057735206,-3.000
6306,FSL,STHIL  ROUND FILE 5.2MM OLD  56057735206,-2.000
6307,FSL,STHIL  ROUND FILE 5.2MM OLD  56057735206,40
6308,FSMT ,FACE SHIELD MESH TYPE  6*12,12
6309,FSMT/R,FACE SHIELD MESH TYPE RAJ AGRO ,94
6310,FSP,FLEXIBLE SHAFT PVC,7
6311,FSSWC300,WALL CUTTING CHAINSAW STATOR ,2
6312,FST103,THOTTY POLE WITH 2 ATTACHMENT 18 FEET FST103,5
6313,FST106,THOTTY PLOE WITH 2 ATTACHMENT 24 FEET FST106,-5.000
6314,FST106,THOTTY PLOE WITH 2 ATTACHMENT 24 FEET FST106,113
6315,FST109,THOTTY POLE WITH CP FESTAL 30 FEET ,50
6316,FSTF,FORCE SCREW TYPE FILTER WRENCH(65-110MM),-6.000
6317,FSTGT8100,STGT8100 FIELD ,1
6318,FSTPT600,"STPT600 FIELD SA 5170011-26 SPT500,BDB",1
6319,FSTTP,FESTAL 24 FT TELESCOPIC POLE SET,2
6320,FT001,FLARING TOOL,1
6321,FT20,VST WEEDER FT20,1
6322,FT80,SAKTI FORM TANK SS201 FT80,1
6323,FTC,FUEL TANK CHAINSAW ,1
6324,FTC150,FLASHING TAPE CARE 150MM,1
6325,FTCT100,FLASHING TAPE CARE TAKER 100MM,-2.000
6326,FTCT100,FLASHING TAPE CARE TAKER 100MM,-4.500
6327,FTCT50,FLASHING TAPE CARE TAKER 50MM,-5.500
6328,FTED10,BULL GOLD  ED10 ELECTRIC  DRILL,6
6329,FTG21006,TOTAL FIELD FOR GRINDER TG1121006,1
6330,FTGB,FT GOLDEN BOLT 1/4*2,29.093
6331,FTGB,FT GOLDEN BOLT 1/4*2,-0.126
6332,FTGB,FT GOLDEN BOLT 1/4*2,34.305
6333,FTOOL,FLARING TOOL ,1
6334,FV11/4B,FOOT VALVE BRASS 1 1/4,10
6335,FV2,FOOT VALVE 2 INCH,14
6336,FVAG4,VELMOC FIELD GRINDER ,1
6337,FW4*14,FELT WHEEL 4*14MM GREEN LINE ,42
6338,FW4*16,FELT WHEEL 4*16MM GREENLINE ,14
6339,FW4X8,FELT WHEEL 4X8MM,2
6340,FW6*1,"FLAP WHEEL POWER 6*1 60 ,80,120,220,320",50
6341,FWB14,FLAT WHITE BRUSH 14'',18
6342,FWB16,"FLAT WHITE BRUSH 16""",23
6343,FWB18,FLAT WHITE BRUSH 18',24
6344,FWB20,FLAT WHITE BRUSH 20'',24
6345,FWBELT,FILTER WRENCH BELT TYPE TIGER,9
6346,FX1,151271SQ.MM CABLE BLACK FINOLEX,447
6347,FX1,151271SQ.MM CABLE BLACK FINOLEX,41.5
6348,FX1,151271SQ.MM CABLE BLACK FINOLEX,57
6349,FX1.5,15113  WIRE 1.5/2 SQMM  FINOLEX ,34
6350,FX1.5,15113  WIRE 1.5/2 SQMM  FINOLEX ,168
6351,FX1.5,15113  WIRE 1.5/2 SQMM  FINOLEX ,68.5
6352,FX1.5,15113  WIRE 1.5/2 SQMM  FINOLEX ,73
6353,FX2.5,WIRE 1 SQMM FINOLEX,244
6354,FX2.5,WIRE 1 SQMM FINOLEX,47
6355,G00,SHORT GUN G00 NEW FRONTLINE ,2
6356,G1/2,1/2 INCH HOSE GALEXY ,2
6357,G1/2,1/2 INCH HOSE GALEXY ,-0.500
6358,G10MGA,HIKOKI ANGLE GRINDER 4 INCH G10MGAS9Z,2
6359,G10MGE,HIKOKI ANGLE GRINDER 1100W  G10MGES9Z,3
6360,G10SS2,ANGLE GRINDER FOC(GI0SS2S9Z),3
6361,G10SS2,ANGLE GRINDER FOC(GI0SS2S9Z),3
6362,G10SS2,ANGLE GRINDER FOC(GI0SS2S9Z),3
6363,G10SS2,ANGLE GRINDER FOC(GI0SS2S9Z),1
6364,G10SS2,ANGLE GRINDER FOC(GI0SS2S9Z),3
6365,G10SS2BC,BEARING HOLDER ,19
6366,G10SS2BH,BEARING HOUSING G10SS2 GRINDER ,20
6367,G10SS2BHR,BRUSH HOLDER -G10SS2,2
6368,G10SSGB,LASERTECH SPARE G10SS GEAR BOX ,8
6369,G120G,KARCHER GUN G120,1
6370,G13MGA,HIKOKI ANGLE GRINDER G13MGAS9Z,6
6371,G15SA2,"K-POWERTEX-ANGLE GRINDER 5"" AG125B (G15SA2)",4
6372,G15SA2G,G15SA2 GEAR,5
6373,G15SA2S,SWITCH 5  INCH GRINDER,8
6374,G15SA2S,SWITCH 5  INCH GRINDER,5
6375,G18SE2S,SWITCH G18SE2,10
6376,G18SW2,ANGLE GRINDER -G18SW2 (7'GRINDER HIKOKI),1
6377,G23SC4,ANGLE GRINDER 9 INCH G23SC4S9Z (HIKOKI),1
6378,G23SC4,ANGLE GRINDER 9 INCH G23SC4S9Z (HIKOKI),-1.000
6379,G23SC4S9Z,HIKOKI ANGLE GRINDER 9 INCH G23SC4S9Z,1
6380,G2R/B ,LEVER GREASE GUN  DOUBLE PISTON  G2R/B GROZ ,3
6381,G3/4,GREEN HOSE ,13
6382,G300,PU FORM MINI  450 ML ,7
6383,G300,PU FORM MINI  450 ML ,1
6384,G3100,GUN,1
6385,G750,PU FROM INSULATION SEALANT,2
6386,G801,801 GEAR ,8
6387,G835,INTOUGH DEMOLITION HAMMER 17MM 1280W G835,4
6388,G9,FAD GARDEN FLOWER CUTTER G9 8 INCH ,3
6389,G9,FAD GARDEN FLOWER CUTTER G9 8 INCH ,2
6390,G95037,CARBON BRUSH G95037,68
6391,GA SHEET 18 ,GA SHEET 18 (CONCRETE SHEET ),1
6392,GA1,ASBESTOS GLOVES 14'',2
6393,GA1501,DEGREE PROTRACTOR ,3
6394,GA4032,GA4032 GEAR HOUSING-318335-8,1
6395,GA4032IN,INNER FLANNEGE 30 FOR GA4032 (AB WASHER INNER),44
6396,GA4032IN,INNER FLANNEGE 30 FOR GA4032 (AB WASHER INNER),4
6397,GA4032ON,LOCK NUT 10-30 FOR GA40329AB WASHER OUT ),84
6398,GA4032ON,LOCK NUT 10-30 FOR GA40329AB WASHER OUT ),-1.000
6399,GA40RING ,RUBBER RING 19 FOR GA4032,5
6400,GA7020,GA9020 MAKITA ANGLE GRINDER 7INCH ,1
6401,GA9020,MAKITA 230MMANGLE GRINDER GA9020 2200W,1
6402,GAF11,GOGGLE ARE FLOW 11 DIN ,1
6403,GAMT,OSCILATING GRINDER ATTACHEMENT ,17
6404,GAR,GUN ADAPTOR,6
6405,GAS WELDING TORCH BIG,2156,2
6406,GB11E,YURI GEAR BOX 11E,1
6407,GB18,CHAIN SAW CHAIN 18'' BULLET,1
6408,GB55N43,DISCHARGE PIPE  GB55N-43,1
6409,GBAG01,GOLDEN BULL ANGLE GRINDER 4 INCH GBAG01,2
6410,GBCD01,GOLDEN BULL CORDLESS DRILL GBCD01,5
6411,GBCD03,GOLDEN BULL CORDLESS DRILL DL09A,9
6412,GBH226,BOSCH ROTARY HAMMER DRILL GBH2-26 06112537F0,1
6413,GBH350,GBM 350 ROTARY DRILL,-1.000
6414,GBIW03,GOLDEN BULL CORDLESS IMPACT WRENCH PL80W GBIW03,2
6415,GBLB03,GOLDEN BULL CORDLESS LEAF BLOWER GBLB03,2
6416,GBLB03,GOLDEN BULL CORDLESS LEAF BLOWER GBLB03,24
6417,GBRAK,GEAR BOX RAK 1600A012MN,-2.000
6418,GBRH26,GOLDEN BULL CORDLESS ROTARY HAMMER DRILL GBRH26,2
6419,GBS,GROW BAG STAND ,10
6420,GBSB08,GOLDEN BULL STORM BLOWERGB-SB08,6
6421,GBSLOK30,ENDICO SLOK30 GEAR BOX,2
6422,GBTD1,GLOBAL CORDLESS IMPACT DRILL 10MM 12V,4
6423,GBTD2,GLOBAL CORDLESS  IMPACT DRILL 13MM  21V,6
6424,GBTD3,GLOBAL POWER CORDLESS IMPACT DRILL 13MM 21V,1
6425,GBTM01,GOLDEN BULL CORDLESS TILE MACHINE  PP01A,3
6426,Gc10mm,Glass Core Bit 10mm,7
6427,GC11EH,DEMOLITION HAMMER 10KG,1
6428,GC120,K-YURI-GX WHEEL 4'' GRIT 120,144
6429,GC12MM ,GLASS CORE BIT B12MM ,6
6430,GC46,GC WHEEL 4X46 EXTRAPOWER,192
6431,GC46,GC WHEEL 4X46 EXTRAPOWER,-4.000
6432,GC60,TILE POLISHING WHEEL ,407
6433,GC653,CAPASITER 35,1
6434,GC6MM,GLASS CORE BIT 6MM,64
6435,GC6MM,GLASS CORE BIT 6MM,3
6436,GC8*11/2,GATE CHAIN 8*11/2,17
6437,GC8*3,GATE CHAIN 8*3,22
6438,GC8*3,GATE CHAIN 8*3,13.45
6439,GC8*4,GATE CHAIN 8*4,3
6440,GC8*4,GATE CHAIN 8*4,-4.190
6441,GC80,MARBLE POLISHING WHEEL 80,215
6442,GC80,MARBLE POLISHING WHEEL 80,169
6443,GC801N,"GAOCHENG -ANGLEGRINDER 4""  GC-801N ",1
6444,GC8mm,Glass Core Bit 8mm,33
6445,GCA11.5,GALEXY CHAINSAW ATTACHEMENT 11.5 INCH ,8
6446,GCA16,GALEXY CHAINSAW ATTACHEMENT  16 INCH ,20
6447,GCAG1029,"GAOCHENG ANGLE GRINDER 4"" -GCAG1029",2
6448,GCB10,CALTEX GRANITE CORE BIT 10MM,5
6449,GCB6,CALTEX GRANITE CORE BIT 6MM,1
6450,GCH28/1,GEAR HEAD 28MM ,42
6451,GCH8, GAS CUTTING HOSE 8MM IMPORTED,147
6452,GCKIT,CYLINDER KIT  58CC ,-2.000
6453,GCO2000,POWERTEX-ARMATURE GCO2000,1
6454,GCRH2001,GC POWER ROTARY HAMMER 20MM,4
6455,GCRS30,CARWASHER CUT OFF SWITCH ,3
6456,gcrs3cap,gcrs3cap,2
6457,GCRS3PH,PUMP HEAD ,8
6458,GCRS3PK,PISTON KIT,2
6459,GCRS3VHK,VALVE HEAD KIT ,5
6460,GCRS3VHN,VALVE NUT ,16
6461,GCS,CHINSAW GASKET ,1
6462,GCS18IC,IGNITION COIL GCS18/22,3
6463,GCS58CC,RAINBOW CHAINSAW 58CC (450MM),1
6464,GCS827,GAOCHENG SPRAY GUN GC-SG827,1
6465,GCT650,GAOCHENG -DEMOLITION HAMMER  GC-T650,2
6466,GCT680G,K-GAOCHENG DEMOLITION HAMMER GC-T680C,1
6467,GCWHS/1,GLOBAL PROTENTION SLEEVE COLOUR ,1495
6468,GCYLINDER ,"GASKET CYLINDER HUSQ,",2
6469,GD050N39,CHECK VALVE ,2
6470,GD050N40,GD050N-40 SOLENOID VALVE ,1
6471,GD30CUN,"GLOBAL AIR COMPRESSOR  GD30 2HP , 30L",1
6472,GD30CUN,"GLOBAL AIR COMPRESSOR  GD30 2HP , 30L",-1.000
6473,GD50CUN,GLOBAL AIR COMPRESSOR GD50  50L 3HP,1
6474,GD50CUN,GLOBAL AIR COMPRESSOR GD50  50L 3HP,2
6475,GD50CUN,GLOBAL AIR COMPRESSOR GD50  50L 3HP,-1.000
6476,GD50FV,GD50CUN FAN COVER -39,1
6477,GD50N17,GD50CUN BREATHER -17,8
6478,GD50N58,GD50CUN -58 RELEASE PIPE ,3
6479,GD50N60,GD50CUN-60 PRESSURE GUAGE -40,6
6480,GD50OWV,COMPRESSOR ONE WAY VALVE GD50N,1
6481,GD60N,GD60N -26 PROTECTOR,2
6482,GDC140,BOSCH MARBLE CUTTER GDC140 06013A40F1,1
6483,GDC140S,SWITCH FOR GDC140 160720039R,2
6484,GDC140SW,SEALING WASHER FOR GDC140 -1619P13830,2
6485,GDC140W,WASHER FOR GDC140 -1619P13831,2
6486,GDC141,BOSCH  MARBLE CUTTER GDC141 06013A41F0,-1.000
6487,GDC141CF,CLAMPING FALNGE GDC141 -1619pb5788,2
6488,GDC141IF,INNER FLANGE GDC141 -1619PB5787,2
6489,GDC141S,SWITCH FOR GDC141 1619PB5623,2
6490,GDO50N ,GDO50N -39 CHECK VALVE ,3
6491,GDW701812,HANDLE SET ,2
6492,GDW70812,DW708-12 DRILL HANDLE SET ,1
6493,GDW70813,DW708-13 OPENING SET  OF APRON ,1
6494,GDW70815,DW708 -15 OPENING SET OF GASKET ,1
6495,GDW70822,DW708-22 PISTON  DOUBLE LIP CIRCLE ,4
6496,GDW70880,DW708-80 WICK ,1
6497,GEARAPPU,GEAR ALL TYPE ,262
6498,GF03,FUEL FUNNEL GF03,1
6499,GGB18,GALAXY GUIDE BAR 18 INCH  KING ,44
6500,GGH12/B,GREASE GUN HOSES GHC-12/B GROZ,11
6501,GH001,"GARDEN HOSE 3/4""",3
6502,GH1.5LB,GASLEDGE HAMMER WOODEN HANDLE 1.5LB,1
6503,GH12,OCEAN  GREEN GARDEN HOSE 12MM 1/2 INCH ,15
6504,GH26MM,GEAR HEAD 26MM,3
6505,GH28,GEAR HEAD 28MM,2
6506,GH5SS,"GATE HOOK 5""SS CAMEL",4
6507,GHG20-63,HOT AIR GUN GHG20-63 FE,2
6508,GHP,GREASE GUN PIPE H ,11
6509,GHS2.5/T,GATE HOOK THREAD 2.5 INCH  DONEX ,100
6510,GHS2.5O,GATE HOOK 2.5 INCH OSP,100
6511,GHS2/T,GATE HOOK THREAD 2 INCH  DONEX ,100
6512,GHS2O,GATE HOOK 2 INCH OSP ,100
6513,GHSS2.5,GATE HOOK2.5SS CAMEL,100
6514,GHSS4,GATE HOOK SS 4 INCH ,53
6515,GHSS4,GATE HOOK SS 4 INCH ,-9.000
6516,GHSS6,"GATE HOOK SS 6""",57
6517,GI10MM,U CLAMP  GI 3/8 10MM ,1
6518,GI12MM,"U CLAMP 1/2""/12MM ",6
6519,GI5MMT,GI TWISTER SWIVEL 5MM,1.46
6520,GI6MM,U CLAMP  GI 6MM,15
6521,GI6MMT,GI TWISTED SWIVEL 6MM,1.795
6522,GI8MM,U CLAMP  GI5/16 8MM ,15
6523,GIB11/4,GI BEND 1 1/4,9
6524,GIC,CHATTY ALUMINIUM (SILVER) (KG ),198
6525,GIC,CHATTY ALUMINIUM (SILVER) (KG ),-26.000
6526,GIC,CHATTY ALUMINIUM (SILVER) (KG ),-14.000
6527,GIC,CHATTY ALUMINIUM (SILVER) (KG ),7.6
6528,GIC,CHATTY ALUMINIUM (SILVER) (KG ),7.6
6529,GIC,CHATTY ALUMINIUM (SILVER) (KG ),-23.000
6530,GIC,CHATTY ALUMINIUM (SILVER) (KG ),-23.000
6531,GITR6,GI THREAD ROD 6MM ,10
6532,GIW1/4,GI WASHER 1/4,1.77
6533,GIW14,GI WIRE 14G,0.01
6534,GIW3/8,GI WASHER 3/8,2
6535,GIW5/16,GI WASHER 5/16,1.533
6536,GKT24L/23,GASKET 24L/23,4
6537,GKT24L/25,GASKET 24L/25,5
6538,GKT50L/27,GASKET 50L/27,5
6539,GKUTTI,GATE KUTTY(MS SHEET,34.055
6540,GL1,GLOUSE ORANGE 14 INCH ,41
6541,GL1,GLOUSE ORANGE 14 INCH ,-1.000
6542,GL1/14,RUBBER GLOUSE ORANGE SUPER KING 14 INCH ,200
6543,GL1/18,RUBBER GLOUSE ORANGE 18 INCH ,43
6544,GL10,RUBBER GLOUSE  IMPORTED( GL10),98
6545,GL11,GLOUSE GREEN AND BLACK ,-1.000
6546,GL11,GLOUSE GREEN AND BLACK ,549
6547,GL12,WELDING GLOUSE ,19
6548,GL14/G,GLOUSE GREEN 14 INCH ,1
6549,GL14M,G LOCK PIN 14MM,65
6550,GL2,GLOUSE BLACK ,-1.000
6551,GL2,GLOUSE BLACK ,-10.000
6552,GL270,GLOUSE GREEN 270 GRM ,42
6553,GL3,GLOUSE  BLUE AND GREY ,67
6554,GL3,GLOUSE  BLUE AND GREY ,-5.000
6555,GL3,GLOUSE  BLUE AND GREY ,-1.000
6556,GL3/G,GLOUSE GREEN ,-13.000
6557,GL300,GLOUSE GREEN 300 GRM ,39
6558,GL300,GLOUSE GREEN 300 GRM ,18
6559,GL4/BR,GLOUSE RED AND BLACK ,332
6560,GL5,GLOUSE YELLOW AND ORANGE  WALT ,128
6561,GL6,GLOUSE GRIP BLUE ,16
6562,GL7,LATHER WHITE  AND GREY GLOUSE,76
6563,GL7,LATHER WHITE  AND GREY GLOUSE,-2.000
6564,GL8,RUBBER GLOUSE HEAVY ,-16.000
6565,GL9,RUBBER GLOUSE ,2
6566,GLASS CLEANER ,GLASS CLEANER ,24
6567,GLOBAL POWER AIR COMPRESSOR 160 LTR ,GLOBAL POWER AIR COMPRESSOR 160 LTR ,1
6568,GLOUSE,GLOUSE YELLOW ,7
6569,GLW1KG,GAS LESS FLUX WIRE 1 KG -SPOOL,2
6570,GLW5KG,GAS LESS WIRE 5 KG -SPOOL,3
6571,GLX0810,GALEXY PRO CHIPPING HAMMER GLX0810,7
6572,GLX2-20,GALAXY ROTARY HAMMER DRILL GLX2-20,6
6573,GLX226,GALAXY ROTARY HAMMER DRILL 2-26,7
6574,GLX6102,GALAXY DRILL STAND GLX6102,7
6575,GLX6103,ANGLE GRINDER STAND GALAXY GLX6103,4
6576,GLX6104,ANGLE GRINDER STAND GALAXY GLX6104,1
6577,GLX801,GALAXY ANGLE GRINDER GLX-801,3
6578,GM194A,WHEEL BARROW TYPE -2 DOUBLE -0933 GM194A,1
6579,GM3001,6 AMP SAFE 3 PIN PLUG TOP ,3
6580,GM3001,6 AMP SAFE 3 PIN PLUG TOP ,-4.000
6581,GM3002,16 AMP SAFE 3 PIN PLUG TOP ,-6.000
6582,GM3017,30440 UNIVERSAL MULTI PLUG  GM3017,14
6583,GM3017,30440 UNIVERSAL MULTI PLUG  GM3017,3
6584,GM3025,30422 HOLDER GM3025,9
6585,GM3052,2 Pin Top Gm3052,-21.000
6586,GM3060,POWER STRIP 4+1(GM3060),1
6587,GM3065,30464 POWER STRIP (EXTENTION CABLE )4+1 GM3065 WHITE ,1
6588,GM3403,ALUMINIUM LADDER 6 FEET SSDS 0884,1
6589,GM345,ALUMINIUM POLE 10 FEET 0966 GM345,1
6590,GM346,ALUMINIUM POLE 20 FEET 0965 GM346,1
6591,GM347,ALUMINIUM LADDER DSSS-2 6 FEET 0969 GM347,2
6592,GM350,ALUMINIUM LADDER DSSS2 10 FEET 0972 GM350,3
6593,GM359,MULTI FOLDING LADDER 3 FEET 0738,1
6594,GM401,ALUMINIUM FRUIT PLUKER 18 FEET-0948,1
6595,GM666,ANABOND AUTOMOTIVE RTV SILICONE GASKET,1
6596,GM8001,30401 1 WAY SWITCH 6A GM8001,60
6597,GM8001,30401 1 WAY SWITCH 6A GM8001,76
6598,GM8001,30401 1 WAY SWITCH 6A GM8001,100
6599,GM8022,30405 3PIN SOCKET 6A [GM 8022]-GM,320
6600,GM8022,30405 3PIN SOCKET 6A [GM 8022]-GM,49
6601,GM8022,30405 3PIN SOCKET 6A [GM 8022]-GM,184
6602,GM8022,30405 3PIN SOCKET 6A [GM 8022]-GM,389
6603,GM8044,30412 1 WAY SWITCH GM8044,206
6604,GM8044,30412 1 WAY SWITCH GM8044,1104
6605,GM8044,30412 1 WAY SWITCH GM8044,102
6606,GM8044,30412 1 WAY SWITCH GM8044,-6.000
6607,GM8048,UNIVERSAL SOCKET 16A 30426 (GM8048 ),137
6608,GM8048,UNIVERSAL SOCKET 16A 30426 (GM8048 ),552
6609,GM8048,UNIVERSAL SOCKET 16A 30426 (GM8048 ),9
6610,GM8048,UNIVERSAL SOCKET 16A 30426 (GM8048 ),494
6611,GM8152,30431 5 IN1 UNI SS COMB[GM 8152]-GM,1
6612,GM8201,3 PIN TOP  PLUG VEDA 30423,-30.000
6613,GMESH10X3FT,GI MESH 1/2*1/2-10KG -3FT,11
6614,GMESH10X4FT,GI MESH 1/2*1/2-10KG-4FT(15 MTR ),-0.003
6615,GMESH14X3FT,GI MESH 1/2*1/2-14-3FT,12
6616,GMKLI,GINGER MANVETTY (SMALL KUNDALI ),-2.000
6617,GMS12027,WALL SCANNER BOSCH GMS12027,1
6618,GN1/4,GREASE NIPPLE 1/4 INCH ,16
6619,GN3*50/120,GREEN NET 3*50 120 GSM ,6.5
6620,GN3*50/50,GREEN NET 3*50 MTR 50 GSM ,-10.000
6621,GN3*50/80,GREEN NET 3*50 80 GSM ,-47.500
6622,GNEEDLE ,gun needle ,10
6623,GNM,GREASE NIPPLE MEDIUM ,9
6624,GNS,GREASE NIPPLE SMALL,5
6625,GOIL1,GOLDEN MACHINE OIL 1 LTR ,38
6626,GOIL10,GOLDEN MACHINE OIL 10 LTR ,3
6627,GOIL2,GOLDEN MACHINE OIL 2 LTR ,26
6628,GOIL5,GOLDEN MACHINE OIL CS 5 LTR ,-1.000
6629,GOIL5,GOLDEN MACHINE OIL CS 5 LTR ,25
6630,GP102,GLOBAL POWER  CORDLESS DRILL 12V GP102,3
6631,GP102NS,SWITCH GP102N  CORDLESS DRILL ,1
6632,GP112,GLOBAL POWER CORDLESS  DRILL 20V GP112 ,-1.000
6633,GP112,GLOBAL POWER CORDLESS  DRILL 20V GP112 ,-2.000
6634,GP120,GLOBAL VELCRO DISK 9 INCH 120,430
6635,GP12807,GP128-07 BARREL ,6
6636,GP12817,GP128-17 DRILL SLEEVE ,1
6637,GP12820,GP128-26 OIL SEAL ,7
6638,GP12837,GP128-37 NEEDLE BEARING ,5
6639,GP12848,GP128-48 BUSH NEEDLE BEARING ,1
6640,GP12856,GP128-56 LEVER ,-4.000
6641,GP12864,GP128-64 BUSH ,3
6642,GP12869,GP128-69 CAP ,1
6643,GP1322,GLOBAL ROTARY HAMMER 20MM GP1322 500W,2
6644,GP132236,GP1322-36 PISTON ,4
6645,GP132237,GP1322-37 O RING 14*3,1
6646,GP132238,GP1322-38 CYLINDER,1
6647,GP132239,GP1322-39 WRIST PIN ,2
6648,GP132249 ,GP132249 INTERMEDIATE  SHAFT ,4
6649,GP132258,BEARING SWITCH 2-26,2
6650,GP1324,GLOBAL ROTARY HAMMER 26MM GP1324 800W,1
6651,GP132445,GP1324-45 PISTON O RING 15*3,6
6652,GP132458 ,GP132458 BEARING 699,3
6653,GP132459 ,GP132459 GEAR SHIFT FORK ,3
6654,GP132460 ,GP132460 GEAR SHIFT FORK THE CIRCLIP ,3
6655,GP132604,GP1326-04 CYLINDER COVER ,1
6656,GP132615,GP1326 -15 CRANK SHAFT ,1
6657,GP132616,GP1326-16 FLAT KEY ,2
6658,GP1803,GP1803 PISTON SPRING @18,4
6659,GP1820, GP1820 SCREW M6*6,11
6660,GP1822,GP1822-BACK STOP BRACKET ,9
6661,GP1824,GP1824 Y SEAL 24 12*20,6
6662,GP1830,GP1830 ORING  OF VALVU NUT 14*1.8,3
6663,GP18K3,GP18K3 CHIEF  VALVE KIT ,3
6664,GP200A,GLOBAL  WELDING MACHINE GP200A,3
6665,GP200T,GLOBAL  WELDING MACHINE GP200T TIG ,2
6666,GP205002,O RING FOR CARWASHER GP2050,10
6667,GP205007,GP2050-07 OUTLET VALVE ,3
6668,GP205025,GP2050-25 OIL SEAL ,3
6669,GP205040 ,GP205040 PLUNGER SPRING ,14
6670,GP205041,GP2050-41 PLUNGER,3
6671,GP205042,GP2050-42 PLUNGER WEDGE ,2
6672,GP205070,MOTOR ALUMINIUM BODY GP205070,1
6673,GP2050PWV,GP2050 30 TO 38 PISTON SET WIMBLE VALVE ,1
6674,GP210041,GP2100-41 WATER SEAL ,-3.000
6675,GP210044,GP210044 PLUNGER OIL SEAL ,3
6676,GP210047,GP2100-47 PLUNGER,2
6677,GP216,GLOBAL POWER DRILLING MACHINE  WITH PUTTY MIXER 16MM ,1
6678,GP21635,GP216-35 BRUSH HOLDING CAP ONLY,3
6679,GP217,GLOBAL  POWER PAINT MIXER GP217,1
6680,GP220,GLOBAL VELCRO DISK 9 INCH 220,200
6681,GP220H,GLOBAL POWER WELDING MACHINE GP220H,5
6682,GP220H,GLOBAL POWER WELDING MACHINE GP220H,12
6683,GP25PA1.3B ,GP25PA1.3B OUTLET VALVE ASSY ,1
6684,GP25PA1.6,GP25PA1.6 Y SEAL ,-1.000
6685,GP25PA1.7,GP25PA1.7 INLET VALVE KIT ,5
6686,GP25PA2.2,GP25PA2.2 PISTON OIL SEAL ,1
